episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
139,0.4625,-386.27692307692314,2.3875,4.333333333333333,40.02905198776758,632,69,18.491749799555745,111,4.496941896024465
140,0.4599,-466.876923076923,2.683333333333333,4.959564541213064,40.52566096423017,625,64,15.401110856145216,111,5.100931677018633
141,0.4574,-348.6461538461539,2.215,3.909090909090909,39.55290611028316,650,68,11.807484757395626,111,4.073025335320417
142,0.4549,-441.9846153846154,2.6633333333333336,4.871715610510046,40.49922720247295,628,67,13.068363460078377,111,5.0
143,0.4523,-361.69230769230774,2.3066666666666666,4.218798151001541,39.644067796610166,628,70,6.818340315565167,111,4.351309707241911
144,0.4498,-319.8461538461538,2.115,3.8136363636363635,39.65151515151515,642,74,12.486076939455868,111,3.953030303030303
145,0.4474,-354.10769230769233,2.4566666666666666,4.059722222222222,39.69444444444444,688,76,9.369821375141571,111,4.218055555555556
146,0.4449,-289.9846153846154,1.9733333333333334,3.696825396825397,38.81587301587302,605,72,11.914558053521493,111,3.8304278922345483
147,0.4424,-399.1384615384615,2.558333333333333,4.406386066763425,40.08853410740203,662,71,13.536746904481005,111,4.551523947750363
148,0.44,-308.83076923076925,2.1533333333333333,3.9611197511664074,39.89424572317263,617,76,11.647428691375014,111,4.119751166407465
149,0.4375,-337.07692307692304,2.34,4.254992319508449,39.82795698924731,621,75,11.821089839616363,111,4.399385560675883
150,0.4351,-345.84615384615375,2.305833333333333,4.134238310708899,39.99547511312217,638,76,7.63973603997991,111,4.300150829562594
151,0.4327,-322.59999999999997,2.0975,4.004838709677419,39.57419354838709,600,72,9.168506999867416,111,4.143548387096774
152,0.4303,-418.58461538461535,2.638333333333333,4.358831710709318,40.07927677329624,691,70,10.393747581212095,111,4.522948539638387
153,0.4279,-359.03076923076924,2.2583333333333333,3.9007299270072995,39.1036496350365,662,68,12.164266411865349,111,4.061224489795919
154,0.4256,-289.8153846153846,1.93,3.5277777777777777,38.9212962962963,625,73,9.252991065608231,111,3.6790123456790123
155,0.4232,-389.5846153846154,2.504166666666667,4.36217008797654,40.193548387096776,654,73,5.1919529382675975,111,4.5337243401759535
156,0.4209,-458.20000000000005,2.921666666666667,5.101769911504425,41.24631268436578,659,69,11.66073076592165,111,5.255162241887906
157,0.4185,-316.4,2.0841666666666665,3.6592592592592594,39.237037037037034,656,70,9.32703164058186,111,3.779259259259259
158,0.4162,-355.23076923076917,2.35,4.211480362537764,39.823262839879156,641,70,11.897033031268062,112,4.36404833836858
159,0.4139,-393.4923076923077,2.495,4.414307004470939,40.27272727272727,656,69,12.93254704879446,112,4.570789865871833
160,0.4116,-401.26153846153846,2.45,4.375,40.11295180722892,647,66,6.30487688490848,112,4.534638554216867
161,0.4094,-388.4461538461539,2.5183333333333335,4.436849925705795,39.58989598811293,634,72,4.119869083589447,112,4.583086053412463
162,0.4071,-337.12307692307695,2.255,4.159937888198757,39.52639751552795,622,72,12.041654737868889,112,4.293478260869565
163,0.4048,-331.40000000000003,2.235,3.9759036144578315,39.41566265060241,634,76,7.038384233288084,112,4.129518072289157
164,0.4026,-331.5538461538461,2.1866666666666665,3.8855421686746987,39.26807228915663,641,70,6.8788286273212895,112,4.018072289156627
165,0.4004,-365.52307692307687,2.4133333333333336,4.1883211678832115,39.89343065693431,665,74,4.4778610063384825,112,4.347445255474453
166,0.3982,-321.0153846153846,2.0808333333333335,3.931419457735247,39.05582137161085,604,72,8.58319148740775,112,4.0606060606060606
167,0.396,-356.4769230769231,2.1558333333333333,4.009433962264151,38.95125786163522,614,68,6.8762936352578405,112,4.150943396226415
168,0.3938,-318.3692307692308,2.0141666666666667,3.8843648208469057,39.39250814332247,598,67,10.31070690188439,112,4.011400651465798
169,0.3916,-371.8769230769231,2.4141666666666666,4.17467248908297,40.31004366812227,670,74,14.204447757547111,112,4.339155749636099
170,0.3894,-396.2153846153846,2.4758333333333336,4.389805097451275,40.053973013493255,643,67,6.818757527982162,112,4.525449101796407
171,0.3873,-360.9230769230769,2.3625,4.161194029850746,40.028358208955225,647,70,4.757240004404428,112,4.2880597014925375
172,0.3851,-352.81538461538463,2.296666666666667,4.071748878923767,39.41405082212257,645,72,6.691817530590144,112,4.216741405082212
173,0.383,-384.89230769230767,2.4383333333333335,4.285289747399703,40.04160475482912,653,70,7.313484339770387,112,4.426448736998514
174,0.3809,-363.87692307692305,2.200833333333333,3.802325581395349,38.924418604651166,662,65,16.337368020014146,113,3.938953488372093
175,0.3788,-362.1692307692308,2.4066666666666667,4.134393063583815,40.01156069364162,672,75,8.375229524967754,113,4.293352601156069
176,0.3767,-331.6461538461538,2.0941666666666667,3.8511627906976744,39.330232558139535,623,68,9.06747398160306,113,4.006201550387597
177,0.3746,-360.8461538461539,2.319166666666667,3.915954415954416,39.826210826210826,680,71,15.786574286796847,113,4.052706552706553
178,0.3725,-348.0769230769231,2.2383333333333333,3.9464285714285716,39.813988095238095,662,70,8.25365764236648,113,4.087797619047619
179,0.3705,-315.55384615384617,2.115,3.722962962962963,39.14370370370371,649,75,6.767884986471162,113,3.8740740740740742
180,0.3684,-417.03076923076924,2.51,4.502269288956127,39.98487140695915,636,67,7.467556149406771,113,4.615733736762481
181,0.3664,-330.23076923076917,2.1691666666666665,3.7949852507374633,39.51622418879056,657,74,6.353332038213829,113,3.920353982300885
182,0.3643,-383.7692307692307,2.4375,4.355957767722473,40.036199095022624,637,70,13.377773010303963,113,4.473604826546003
183,0.3623,-333.24615384615385,2.205,3.987841945288754,39.53343465045592,634,73,7.054382368443599,113,4.127659574468085
184,0.3603,-313.9846153846154,2.0841666666666665,3.7837423312883436,39.40644171779141,630,74,7.344047391469273,113,3.9309815950920246
185,0.3583,-365.2615384615385,2.4225,4.186861313868613,40.11094890510949,661,74,9.244715582211457,113,4.324087591240876
186,0.3563,-385.8,2.4458333333333333,4.293768545994065,40.03412462908012,651,72,9.273903599616089,113,4.4614243323442135
187,0.3544,-363.47692307692313,2.4258333333333333,4.181422351233672,39.97822931785196,661,74,7.860362640844217,113,4.311594202898551
188,0.3524,-335.12307692307695,2.191666666666667,4.0138674884437595,39.76271186440678,631,72,7.848700518021729,113,4.169491525423729
189,0.3505,-449.83076923076925,2.7975,4.842105263157895,40.72222222222222,658,68,9.64747175413964,113,5.0131578947368425
190,0.3485,-310.6307692307692,2.2125,3.786127167630058,39.25722543352601,661,76,7.586723735492086,113,3.9364161849710984
191,0.3466,-355.81538461538463,2.216666666666667,3.886094674556213,39.30177514792899,659,69,12.619432585470154,113,4.035502958579881
192,0.3447,-373.8461538461538,2.4033333333333333,4.24179104477612,39.80298507462687,652,72,7.610328994470295,113,4.362686567164179
193,0.3428,-295.5076923076923,2.1658333333333335,3.9068702290076334,39.69465648854962,636,76,6.919803144751495,113,4.067175572519084
194,0.3409,-299.7384615384616,2.0591666666666666,3.8226059654631084,39.06750392464678,610,73,12.385999794992218,114,3.938775510204082
195,0.339,-326.276923076923,2.2066666666666666,3.8426470588235295,39.46176470588235,652,74,12.013491267158793,115,4.0058823529411764
196,0.3371,-350.4,2.215,4.1888,39.5904,610,68,8.758120378477216,115,4.312
197,0.3352,-337.55384615384617,2.2358333333333333,3.9879336349924586,39.14027149321267,643,70,5.86671376892097,115,4.108433734939759
198,0.3334,-412.4307692307693,2.5708333333333333,4.2883263009845285,40.17580872011252,687,70,8.993747403507275,115,4.429775280898877
199,0.3315,-272.8769230769231,1.8983333333333334,3.514866979655712,38.60719874804382,612,72,11.275801836137598,115,3.6948356807511735
200,0.3297,-334.3076923076923,2.1225,3.854294478527607,39.08742331288344,623,71,7.291939911182235,115,4.050613496932515
201,0.3279,-341.7846153846154,2.2108333333333334,4.013803680981595,39.311349693251536,627,65,13.818585267643972,116,4.184049079754601
202,0.3261,-359.27692307692314,2.435,4.156609195402299,39.91379310344828,671,72,6.465279930025624,116,4.310344827586207
203,0.3243,-413.9230769230769,2.4808333333333334,4.646129541864139,40.12322274881517,612,66,10.903851680090762,117,4.802527646129542
204,0.3225,-323.6769230769231,2.1275,3.81447963800905,39.295625942684765,641,70,7.291399897190426,118,3.9336349924585217
205,0.3207,-307.4461538461539,1.99,3.697160883280757,39.01577287066246,615,69,7.735182963373661,118,3.8346456692913384
206,0.3189,-326.6,2.171666666666667,3.838323353293413,39.43413173652694,647,72,6.727021221360515,118,3.997005988023952
207,0.3172,-327.67692307692306,2.0708333333333333,3.7223065250379364,38.877086494688925,635,66,9.29379260649332,118,3.849772382397572
208,0.3154,-339.5692307692308,2.341666666666667,3.904494382022472,39.52808988764045,690,74,18.05354898643322,119,4.070224719101123
209,0.3137,-387.1538461538462,2.629166666666667,4.508670520231214,40.51878612716763,672,72,14.019724113660974,119,4.663780663780663
210,0.3119,-358.84615384615387,2.2825,3.902158273381295,39.36978417266187,674,69,6.489796984415198,119,4.023021582733813
211,0.3102,-335.6769230769231,2.2025,3.983206106870229,39.50076335877863,635,71,10.114417252674778,119,4.141984732824428
212,0.3085,-286.7846153846154,1.9583333333333333,3.648818897637795,38.85826771653543,612,74,7.667206871014918,119,3.7763779527559054
213,0.3068,-354.47692307692296,2.4608333333333334,4.105485232067511,39.855133614627285,685,74,6.2720522046468465,119,4.281293952180028
214,0.3051,-321.52307692307687,2.1216666666666666,3.7736131934032984,39.58170914542729,644,75,5.636855515720597,119,3.9205397301349327
215,0.3034,-287.7538461538462,2.025,3.6283987915407856,39.031722054380666,638,74,7.214269040638821,119,3.743202416918429
216,0.3017,-296.9846153846154,2.004166666666667,3.5440956651718984,38.847533632286996,646,77,6.9219344713288224,119,3.6831091180866964
217,0.3,-315.7230769230769,2.21,3.8289473684210527,39.70175438596491,663,77,3.7784302140971584,119,3.9517543859649122
218,0.2984,-303.0307692307693,2.2558333333333334,4.074923547400612,40.14067278287462,636,81,4.7438550560160575,119,4.201834862385321
219,0.2967,-330.63076923076915,2.2358333333333333,3.873900293255132,39.72140762463343,662,75,4.174943874027736,119,4.03958944281525
220,0.2951,-374.0615384615385,2.3991666666666664,4.285067873303167,39.95475113122172,642,69,9.888566597037693,119,4.4397590361445785
